저자명,UID,address,nickname,info1,range1,intro,info2,range2,record,range3
쉘리영어,6728,shellyenglish,쉘리영어｜쏠북｜수능영어 분석 전문가,"학생에게는 내신 대비를, 강사에게는 자료 걱정 없는 수업을 전합니다.",영어 (고등),수능영어 분석 전문가,"쉘리영어는 지난 25년강의 강의를 통하여 내신과 수능에서 어려움을 겪는 학생들의 고민을 들어주고자 자료를  만들기 시작했습니다.
학생의 입장에서 가장 어려운 부분을 함께하며, 내신에 필요한 부분, 수능 강의에 가장 필요한 부분을 직접 제작하고 학생들의 성적향상에 기여해왔습니다.
26년은 수능특강 분석본을 시작으로 학생들과 강사님들에게 질 좋은 자료를 제작하도록 하겠습니다.
학생들은 내신대비에, 강사분들은 자료 걱정없는 모든 자료.  함께합니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","현) 쉘리영어학원 원장, 국민대 영어영문학과 졸업
현)자이스토리 감수위원2026 
전)쎄듀출판사 감수위원2013~2018
전) 중계동 등 영어강사 25년경력
","수능/모의고사, YBM"
유별난!,16172,starenglishtest,"유별난!｜쏠북｜충실한 기출분석, 탄탄한 기본기 유별난! 영어공부",탄탄한 기본기 구축과 실전에 바로 적용할 수 있는 최고의 문제를 제공합니다.,영어 (고등),"충실한 기출분석, 탄탄한 기본기 유별난! 영어공부","철저한 기출 분석을 통한 탄탄한 기본기 구축을 목표로 합니다.
다수의 회원을 보유한 '유별난! 영어공부' 네이버 카페를 운영하고 있으며, 잠실 및 대치에서 중고등 영어 강의와 내신 및 수능 대비 교재 집필을 하고 있습니다.
기초부터 심화까지 적용할 수 있고 서술형 준비에도 부족함이 없는, 기본에 충실한 깔끔한 자료로 실력 증진을 경험할 수 있습니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","유별난! 영어공부' 네이버 카페 운영
대치 잠실 지역 영어강의 20년 및 교재 제작","NE능률, YBM"
소담국어,131864,sodam_sam,"소담국어｜쏠북｜국어의 본질을 담다, 소담국어","감(感)으로 푸는 국어는 이제 그만, 논리로 증명하는 ‘진짜 실력’을 만듭니다.",국어 (중고등),"국어의 본질을 담다, 소담국어","감(感)으로 푸는 국어는 이제 그만, 논리로 증명하는 ‘진짜 실력’을 만듭니다.

안녕하세요, 소담국어입니다.
정답이 왜 정답인지는 누구나 말할 수 있습니다. 하지만 나머지가 왜 오답인지까지 막힘없이 설명할 수 있어야, 비로소 흔들리지 않는 1등급이 완성됩니다.
소담국어는 단순히 지식을 전달하는 데 그치지 않습니다.
개념의 미세한 차이를 가르는 디테일, 정답·오답의 근거를 명확히 세우는 논리, 다양한 난이도로 구성된 단계별 문제로 스스로 해석하고 정답을 도출하는 힘을 길러드립니다. 특히 상위권을 결정짓는 외부 지문 연계까지 빈틈없이 대비하여, 실전에서 당황하지 않는 압도적인 국어 실력을 약속합니다.
가장 정확한 분석과 가장 체계적인 훈련, 소담국어가 국어의 새로운 기준을 제시합니다.","중등 3학년, 고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)","홍익대학교 사범대학 국어교육과 졸업
국어 전임 강사 19년차",쏠북 오리지널
이쌤문제은행,79529,leesam,"이쌤문제은행｜쏠북｜이쌤문제은행, 내신과 수능을 잡다!",다양한 난이도·유형의 문제로 시험 대비를 완성하세요.,영어 (고등),"이쌤문제은행, 내신과 수능을 잡다!","학생들을 가르칠 때 항상 고민했습니다
""쓸만한 변형문제 없을까?""
출제자가 만들기 쉬운 문법 순서등의 문제만 잔뜩 만들어 놓은 변형문제!
지문 해석만 달달 외우면 금방 풀리는 저품질의 문제가 정말 많았습니다!
이쌤문제은행은 시험에 진짜로 도움되는 문제를  제공합니다!","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","고려대 영어교육과 졸업
전 종로학원
내신 입시 15년차 경력
현 이쌤영어 원장",수능/모의고사
리솜에듀,19969,lissomedu,리솜에듀｜쏠북｜교육의 트렌드 리솜에듀,"불필요한 설명은 덜어내고, 시험에 나오는 핵심만 담았습니다.",영어 (고등),교육의 트렌드 리솜에듀,"수능 영어와 내신 대비에 직접적으로 도움이 되는 자료만을 제작합니다. 현장에서 수많은 학생들을 지도하며 얻은 데이터를 바탕으로 수능특강·모의고사 정밀 분석 / 실제 출제 패턴을 반영한 변형 문제 / 
학생 수준별 난이도 설계를 체계적으로 반영한 학습 자료를 개발하고 있습니다. 단순한 문제 모음이 아니라 점수 상승에 바로 연결되는 구조화된 훈련 자료를 만드는 것이 리솜에듀의 기준입니다. 불필요한 설명은 줄이고, 시험에 나오는 핵심만 남겼습니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","영어강사 8년 이상, 클래스101 강사",수능/모의고사
엘탑 알파쌤,28178,alphassam,"엘탑 알파쌤｜쏠북｜읽히고, 외워지고, 인출되는 영어",단어가 저절로 외워지는 마법! 영어 인출하고 싶다면 엘탑 알파쌤과 함께!,영어 (고등),"읽히고, 외워지고, 인출되는 영어","엘탑 알파쌤은 방대한 영어지문 속에서 학생들이 길을 잃지 않도록 체계적인 학습단계별 솔루션을 제공합니다.
ㆍ 가시성이 좋은 레이아웃으로 한 눈에 지문을 복습하고 다양한 워크북으로 영어 문해력이 향상되도록합니다.
ㆍ 실제 내신 기출 경향과 수능 트렌드를 분석하여 출제가능성이 높은 포인트만 골라 만든 자료를 제공합니다.

스스로 지문을 이해하고 고난도 변형문제까지 풀이하며단계별 학습자료로 실력의 변화를 체감할 수 있습니다!","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","영어 교육 20년 이상, 한국교원대 졸업.",EBS
대치 플레온,14340,pleon,대치 플레온｜쏠북｜대치동 최고급 변형문제 전문 저자,"고려대 영어교육 박사 메인 집필, 서울대 연구진 10인의 협업으로 완성된 프리미엄 콘텐츠",영어 (고등),대치동 최고급 변형문제 전문 저자,"1) 내신과 수능 모의고사의 다빈출 핵심 12가지 유형 변형문제 학습을 통해 단순 문풀을 넘어 유형별 영어 지식과 감각을 효율적으로 올릴 수 있습니다.
( 함축추론, 주제/제목, 빈칸추론, 어휘, 어법(객관식), 순서배열, 문장삽입, 흐름파악, 불일치, 서술형(A) 문법오류정정, 서술형 (B) 요약문완성, 서술형 (C) 영작)

2) 고난도 유형인 함축추론 문제 학습을 통해 글의 추론능력 향상, 선별된 영어선지를 통해, 지문의 정확한 이해/분석력 상승됩니다

3) 내신/수능에서 나오는 다빈출 유형 변형문제로 구성되어 내신/수능 영어 시험에서 점수 상승으로 이어집니다.
","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","현 대치 플레온학원 총괄원장
고려대 영어교육 박사
미국 OCU TESOL 석사 수석
수능, 내신 강의 25년 경력","EBS, NE능률, YBM"
자유로국어,132780,jayuro,자유로국어｜쏠북｜알차고 품질 좋은 국어 콘텐츠,중등부터 고등까지 함께가는 국어 길잡이,국어 (고등),알차고 품질 좋은 국어 콘텐츠,"국어 실력은 단단한 기초와 꾸준한 훈련에서 비롯됩니다.
자유로국어는 수능 국어와 내신 대비를 위한 고퀄리티 학습 자료를 제공하여, 학생들이 국어를 ‘감’이 아닌 ‘논리’로 풀어낼 수 있도록 돕습니다.
① 체계적 구성: 기출 분석부터 변형 문제, 고난도 문항까지 단계별 학습을 통해 실력을 확실히 끌어올립니다.
② 정밀한 해설: 정답뿐 아니라 오답의 이유까지 꼼꼼하게 짚어주어 흔들리지 않는 국어 실력을 완성합니다.
③ 실전 최적화: 평가원 출제 경향을 반영한 문제와 다양한 유형의 연습으로 내신과 수능 모두 대비할 수 있습니다.
학생들에게는 자기주도 학습의 길잡이가, 강사 선생님들께는 수업 보조 자료로 활용할 수 있는 든든한 국어 학습 동반자가 되겠습니다.
자유로국어와 함께라면, 국어가 더 이상 막막한 과목이 아니라 자신 있게 풀어낼 수 있는 과목이 됩니다.
","중등 국어
고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)","네이버 카페 자유로국어 대표
서울대학교 국어교육과 졸
서울 중고등 교직 nn년
EBS 국어 강의 nn년","수능/모의고사, EBS"
와츄노,926,whatyouknow,와츄노｜쏠북｜선생님과 학생 모두의 노력을 응원합니다.,"충분한 문제 수를 제공하여, 시험대비 기간에 만족을 느낄 수 있습니다. ",영어 (고등),선생님과 학생 모두의 노력을 응원합니다.,"저는 강사 생활 15년으로,  필요한 자료가 없어서 고생을 너무 많이 했습니다. 
이 자료를 이용하는 분들은, 그런 어려움 겪지 않도록 최선을 다해 자료를 제작합니다.
와츄노를 이용해 주시는 모든 분들 화이팅입니다~!","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","영어강사 15년(강남/ 목동/ 송파), 
세일학원, 
고려대 영어영문학과 대학원 수료, 
영어 자료제작 경력 10년 이상","수능/모의고사, 지학사, EBS, NE능률, YBM"
국지평,4673,gukjipyeong,국지평｜쏠북｜국어의 지평을 열다,"문학의 본질을 꿰뚫는 구조적 사고, 국지평 국어가 실전의 정답을 완성합니다.",국어 (중고등),국어의 지평을 열다,"문학의 본질을 꿰뚫는 구조적 사고, 국지평 국어가 실전의 정답을 완성합니다.
[학생의 변화: 성장의 포인트]
구조적 독해력 완성: 파편적 암기를 넘어 작품 전체의 뼈대를 스스로 파악하는 ‘숲을 보는 눈’을 기릅니다.
심화 추론 능력 배양: 낯선 복합 지문과 고난도 <보기> 앞에서도 흔들리지 않는 수능형 사고력을 완성합니다.
정밀한 논리 확립: ‘감(感)’이 아닌 지문의 팩트에 근거하여 오답의 함정을 피하는 단단한 논리력을 구축합니다.
[자료의 강점: 독보적 차별성]
압도적 시각화: 마인드맵과 도표를 활용한 ‘인포그래픽 분석’으로 복잡한 작품 구조를 직관적으로 해부합니다.
수능 최적화 문항: 22 개정 교육과정 및 EBS 최신 경향을 완벽 반영한 평가원급 고품질 변형 문제를 제공합니다.
빈틈없는 밀착 해설: 정답의 근거와 오답의 이유를 본문 구절과 1:1로 매칭하여 증명하는 과외식 상세 풀이를 수록합니다.
장르적 본질 분석: 단순 감상을 넘어 갈래별 특성과 주요 소재의 기능을 심층적으로 다루어 상위권 실력을 굳힙니다.
국지평 국어는 정교하게 설계된 학습 경로를 통해 어떤 시험에서도 흔들리지 않는 국어의 정점을 약속합니다.","중등 국어
고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)","현) 도서출판 국지평 대표 
현) 서로에듀 대표이사",EBS
노유기,5508,knowyoukey,"노유기｜쏠북｜내신과 수능, 두 마리 토끼 모두 잡자!",선생님과 학생들이 가장 먼저 찾는 학습자료를 만듭니다.,영어 (중고등),"내신과 수능, 두 마리 토끼 모두 잡자!","세상에서 가장 필요하고, 가장 사용하기 편리한 자료를 연구하고 만들겠습니다. ","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)
중등 내신 영어",일산학원가 30년 영어학원운영,수능/모의고사
모조영어,14805,,,,,내신 서술형대비는 모조쌤,,,,"수능/모의고사, EBS"
히즈북스,83581,hisbook,"히즈북스｜쏠북｜Excellence in English, HIS","정답을 맞히는 기술이 아닌, 수능 영어를 풀어내는 사고를 만듭니다.",영어 (고등),"Excellence in English, HIS","히즈북스 자료는 학생들이 문제를 많이 푸는 데서 끝나지 않고, 수능 영어를 푸는 사고의 순서를 익히도록 설계되어 있습니다. 특히 학생이 자신의 약점을 스스로 점검하고 보완할 수 있도록, 단계별 메타인지 플로우를 중심으로 학습이 이루어집니다. 이 플로우는 1 대의 파악, 2 글의 순서, 3 문장 위치, 4 내용 일치·불일치, 5 어휘 추론, 6 어법 파악의 흐름으로 이어지며, 영어 독해와 문장 이해의 핵심 요소를 체계적으로 훈련할 수 있게 합니다.

먼저 대의 파악 단계에서는 학생이 글을 읽고 중심 생각을 잡는 힘을 기르게 됩니다. 단순히 문장을 해석하는 수준을 넘어, 글 전체가 무엇을 말하고 있는지 빠르게 압축하는 훈련을 하게 되며, 이를 통해 독해의 중심축이 생깁니다. 다음으로 글의 순서 단계에서는 문단과 문장 사이의 논리적 흐름을 읽는 힘을 키웁니다. 학생들은 내용이 어떤 순서로 전개되는지 파악하면서, 단순 해석이 아니라 구조를 보는 독해를 하게 됩니다.

문장 위치 단계에서는 특정 문장이 글 전체 안에서 어떤 자리에 들어가야 자연스러운지를 판단하며, 문맥과 연결어, 논리 전개를 예민하게 살피는 능력을 기르게 됩니다. 내용 일치·불일치 단계에서는 글의 정보를 정확하게 확인하고 비교하는 훈련을 통해, 대충 읽고 감으로 푸는 습관에서 벗어나게 됩니다. 이어서 어휘 추론 단계에서는 모르는 단어가 나와도 주변 문맥과 흐름을 통해 의미를 유추하는 능력을 키우게 되고, 마지막 어법 파악 단계에서는 문장의 구조를 정확히 이해하고 문법적 단서를 바탕으로 판단하는 힘을 기르게 됩니다.

이 과정을 반복한 학생들은 단순히 문제를 푸는 학생이 아니라, 글의 중심을 잡고, 흐름을 읽고, 세부 정보를 검토하고, 문장과 어휘, 어법까지 스스로 점검할 수 있는 학생으로 성장합니다. 결국 제 자료는 정답을 맞히는 기술보다 더 중요한, 수능 영어를 풀어내는 사고의 체계를 만들어주는 자료입니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","히즈어학원 원장, 한동대 통역번역대학원 석사",수능/모의고사
DMK,1264,DMKENGLISH,DMK｜쏠북｜시험에 강한 DMK 변형문제,DMK ENGLISH는 내신 대비 변형문제 학습자료 전문 브랜드입니다.,영어 (고등),시험에 강한 DMK 변형문제,DMK ENGLISH는 내신대비 학습자료 변형문제만 다루는 곳입니다. 학교별 부교재와 모의고사. EBS 자료의 변형문제를 각 학교별에 맞춰 업로드됩니다.,"고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","중앙A+학원 영어강사8
현 고등과외 19년","수능/모의고사, NE능률, YBM"
맑은날,20290,,,,,부교재의 변형 마스터,,,"전) 세마고, 동탄국제고, 수원외고...등 많은 특목고 및 일반고 강사
현) 안양 - 평촌이엠학원 원장",EBS
사계샘,78020,19708415,사계샘｜쏠북｜국어 자료의 모든 것,사계국어가 강의의 퀄리티를 바꿉니다.,국어 (중고등),국어 자료의 모든 것,"사계국어학원의 전문 자료를 만날 수 있습니다
사계국어를 만났을 때 강사의 퀄리티가 바뀝니다","중등 국어
고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)","사계국어학원 원장
전)강남 메가스터디 재종반 강사
전)스카이에듀 온라인 강사",NE능률
현존재쌤,25277,dasein,현존재쌤｜쏠북｜왜 그런지 알려주는 국어 자료,"변별력을 넘어, 올바른 이해를 만드는 문제를 제공합니다",국어 (고등),왜 그런지 알려주는 국어 자료,"안녕하세요, 현존재쌤입니다. 
제 수업을 듣지 않아도, 제가 직접 수업에 활용하는 자료를 경험할 수 있도록 제공하고 있습니다. 
제 자료는 단순히 기존의 문제들에 또 몇 개의 유형을 추가하는 작업이 아닙니다.
오히려 지문을 읽으면서 불필요한 상상력과 필요한 해석을 구분해서, 지문 자체를 더 단순하고 정확하게 이해하기 위한 훈련서입니다. ","고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)","(현) 목동 토마스 아카데미 국어 강사
성균관대학교 철학과 박사수료",YBM
고미조슈아,219,gomijoshua,고미조슈아｜쏠북｜한 지문 확장으로 사고력과 실력을 키우는 변형문제,"다양한 문제 유형으로 지문을 학습하여, 학생들이 글의 구조와 핵심 논리를 체계적으로 이해하도록 합니다.",영어 (중고등),한 지문을 확장해 사고력과 실력을 키우는 변형문제 전문,"영어 지문을 다양한 유형으로 확장한 변형문제를 통해, 학생들이 단순히 정답을 맞히는 데서 그치지 않고 지문을 깊이 이해하고, 근거를 바탕으로 사고하며, 스스로 해결하는 힘을 기를 수 있도록 돕는 자료를 만들고 있습니다. 하나의 지문을 여러 방식으로 분석하고 다시 풀어내는 과정은, 학생에게 단순 반복을 넘어선 학습 경험을 제공합니다. 학생들은 변형문제를 통해 글의 핵심 내용과 구조, 문맥의 흐름, 출제 의도를 더욱 선명하게 파악하게 되며, 그 과정 속에서 독해력·사고력·응용력을 함께 키워 나가게 됩니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)
중등 내신 영어","강의 경력 10년, gomijoshua.com 운영",EBS
웅샘,30135,ungsaem,웅샘｜쏠북｜공부 끝났으면 이리 와,제대로 공부한 사람만 풀 수 있는 자료.  오답 처리까지 끝내면 작품을 정복한 듯한 성취감을 느낄 수 있습니다.,국어 (고등),공부 끝났으면 이리와,웅'은 이름이고 '샘'은 끊임없이 솟아난다는 뜻입니다. 출제자 안에 아이디어의 샘이 있고 그 문제를 푸는 분도 자신 안의 샘을 발견하기 바라는 마음입니다. 노력했다면 제 아이디어에 도전하십시오.,"고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)","한양대 국문과 졸, 국어강사 28년","NE능률, YBM"
KAIROS,31617,KAIROS,KAIROS｜쏠북｜시험을 꿰뚫는 영어,"다년간 입시 영어 강의 경험을 바탕으로, 학생이 틀릴 수밖에 없는 이유까지 고려한 문제 구조입니다.",영어 (고등),시험을 꿰뚫는 영어,"누구에게나 주어지는 시간, 그러나 좋은 결과를 만드는 것은 많은 시간이 아니라 ‘적절한 선택’이라고 생각합니다.
카이로스는 불필요한 문제를 덜어내고, 시험의 본질적인 사고만 남긴 자료를 만듭니다.
많이 푸는 공부가 아니라, 제대로 이해하고 스스로 답을 도출하는 힘을 기르기 위한 기준입니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","영어강사 10년, 부산대학교 영어영문학과 석사 졸업","수능/모의고사, NE능률, YBM"
퀴니퀴니,12281,qniqni,퀴니퀴니｜쏠북｜구조 영어 전문 저자,"입시 영어 기준을 익히고, 영어 구조를 체계적으로 학습할 수 있는 자료를 제공합니다.",영어 (고등),구조 영어 전문 저자 ,"퀴니퀴니는 입시 영어에서 필요한 내용을 다양한 콘텐츠로 제공합니다. 자료를 통해, 내신과 모의고사 둘 다에서 학생들이 성장하고 성취할 수 있도록 노력하겠습니다.","고등 2학년, 고등 1학년 (내신 영어)","현) 대치, 강남 러셀 강사",EBS
에셋 영어,77318,assetenglish,에셋 영어｜쏠북｜당신의 자산이 되어줄 영어,에셋 영어의 진짜 차별점은 정답만큼이나 정교하게 설계된 오답에 있습니다.,영어 (고등),당신의 자산이 되어줄 영어,"순수 국내파로서 영어를 독학하며 겪은 시행착오와 미국 유학 시절 체득한 학술적 사고 전개 방식은 에셋 영어만의 독보적인 뿌리가 되었습니다.
단순히 단어를 바꾸는 수준을 넘어 지문 본연의 정교한 논리 구조를 변형 문제에 완벽히 구현해냈습니다.
영어를 삶의 가장 강력한 자산(Asset)으로 일궈낸 그 핵심 메커니즘을 자료에 담아, 학생들이 어떤 낯선 지문 앞에서도 당황하지 않는 평가원급 실전력을 갖추게 하겠습니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","현) 에셋 영어전문과외 6년차 
현) 2026 이투스북 교재 연간검토단
현) 김과외 상위 0.2% 
현) 자기주도학습코칭지도사 1급
전) 부산 사직동 수능전문 영어학원 전임강사
전) 미국 캘리포니아주 샌디에이고 유학",EBS
솔빛국어연구소,77762,solbit,"솔빛국어연구소｜쏠북｜국어, 우리가 제일 잘 압니다!","이투스, 목동 단과 출강 전문 강사진과 연구진이 직접 집필한 최고의 콘텐츠",국어 (고등),"국어, 우리가 제일 잘 압니다!","저희 연구소는 수능 온라인 사이트 이투스 방동진 선생님, 목동 대형 단과 출강 솔빛 국어팀 선생님(12명)과 함께 교재, 수업, 관리 시스템을 연구하는 솔빛국어연구소입니다.
목동 최고의 선생님, 연구원, 현장 멘토들이 머리를 맞대 100여 종의 자체 제작 국어 콘텐츠를 기획하고 제작하여 단과반 전용 콘텐츠를 수강생들에게 제공하고 있습니다.
또한 전국 온라인 서점 및 오프라인 서점에도 미래엔과 함께 <N기출 수능 국어 기출 문제집>을 출간하고 있으며 <언어 1000제>, <화작 N제> 등 정식 출판 교재를 제작 및 출간하고 있습니다.
이제 여러분들도 이투스 온라인 및 목동 학원에서 제공되는 단과반 전용 콘텐츠를 [쏠북]에서 간편하게 받아보실 수 있습니다!","고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)","방동진 선생님 약력 및 저서
(1) 약력
현) ETOOS 온라인 강사
현) 시대인재학원 [목동]
현) 예섬학원 [목동]
현) 강남하이퍼학원 [목동]
현) 대치명인학원 [성북]
현) 5A 학습센터 [일산]
현) 강서유인어스학원
㈜솔빛국어연구소 소장

(2) 저서
N기출 수능 국어 [미래엔]
샘과 통하는 기출 [이투스북]
EBS 초스피드 압축 특강 [디딤돌]
EBS 연계 출제 예언 모의고사 [디딤돌]
씨리얼 수능 기출 [디딤돌]
더 국어 시리즈 [솔빛국어연구소] 
언매 천재(1000제) [솔빛국어연구소]
화작 천재(1000제) [솔빛국어연구소]","수능/모의고사, 지학사, NE능률, YBM"
내신수능도서관,1337,nesinlib,내신수능도서관｜쏠북｜정성과 품질을 담았습니다!,교강사님의 수업 준비 시간을 획기적으로 줄여드립니다.,영어 (고등),정성과 품질을 담았습니다!,"정성과 품질을 담았습니다!! 별도의 수업 준비가 필요없을 정도입니다. 
1. 지문이 인용된 원서를 읽고 지문의 흐름을 이해하게 만드는 배경설명 
2. 자연스러운 우리말로 수정된 해석 
3. 어려운 해석을 더 쉽게 설명한 문장별 보충 설명 
4. 한 눈에 파악되는 문장 구조 
5. 꼭 필요한 중요 어법과 영작 표시 
6. 지문의 뜻에 충실한 문장별 단어 정리 등등 - ","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","서울대학교 석사  (영어 통사론 전공)
- 강남 지역 영어 강의 및 학원 운영 경력 20년 이상 ","수능/모의고사, EBS, NE능률, YBM"
대치 써밋,12789,dcsummit,"대치 써밋｜쏠북｜프리미엄 영어, 상위권의 선택",대치동 20년 경력 원장 강사의 현장 실전 수업 자료,영어 (초중고),"프리미엄 영어, 상위권의 선택",,"고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)
중등 내신 영어
초등 영어","- 대치동 경력 20년 현직 강사 
- 대치 써밋 영어 학원 원장 
- 저서: 다풀면 100점이다 문법, 다풀백 영작 마스터, 대치동 내신 워크북 수동태/분사, 다풀백 중등 내신 
- 특허: 순환적 분석 독해 영작 기술(C.K.E.) 특허 2종 보유 
- 세미나: 중등 내신 킬러 잡기 1, 2 / 중등내신 이렇게 하면100점이다/  Rachels's 강사 사관학교 1,2,3기 등 다수 ","EBS, NE능률, YBM"
한백 국어,169329,hanbaek,한백 국어｜쏠북｜중고등 내신·수능 전문 콘텐츠,내신 수준별 출제 지침을 반영해 시험 대비에 가장 효과적인 문제만 제공합니다.,국어 (중고등),중고등 내신·수능 전문 콘텐츠,"한백국어는 수십년간의 강의 노하우를 바탕으로 실제 시험에 실질적인 도움을 받을 수 있는 양질의 문제 및 교재 제작을 추구합니다.
평가원 기출유형에 최적화된 문제출제 시스템과 중/고등 내신수준별 출제지침을 통해 시험대비에 가장 효과적인 출제를 지향합니다.","중등 국어
고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)","- 현) 한백국어원장, 더하다학원(망포), 공존학원(다산) 출강
- 전) 메가스터디, 스카이에듀
대치미탐, 대치이강,  대치세정,  목동사과나무 부원장, 
대치SM논술학원, 이지수능교육원학원사업부 본부장, 
꿈틀출판사검토위원 등 다수 강의경력 26년.",수능/모의고사
모조영어,14805,MOJOE,모조영어｜쏠북｜내신 서술형 대비? 이제는 걱정 마세요!,"시간이 걸려도 확실하게, 진짜 실력이 되는 고퀄리티 서술형 자료",영어 (고등),내신 서술형 대비! 이제 문제 없습니다! ,안녕하세요. 현재 입시 영어 수업을 15년 이상 현장에서 뛰면서 아이들을 위한 시험대비 자료를 제작하는 모조영어입니다. ,"고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","현재 입시 영어 경력 15년 이상
전남대학교 졸업 및  오하이오대 테솔 수료
중,고등학교 방과후 수업 경력있음","수능/모의고사, EBS"
모드온 영어,131711,modeon,모드온 영어｜쏠북｜분석이 실력이 되는 영어,영어 교육 전공자가 직접 연구한 깊이 있는 수능·내신 영어 분석,영어 (고등),분석이 실력이 되는 영어,"모드온 영어는 영어교육 전공자가 직접 연구한 수능·내신 영어 분석자료제작 브랜드입니다. 
'모드온(Mode On)'은 학습자가 읽기 모드, 분석 모드, 암기 모드 등 다양한 학습 모드를 자유롭게 전환할 수 있도록 돕는다는 의미를 담고 있습니다.
표면적인 해석을 넘어, 지문의 구조와 언어를 정밀하게 분석하여 진짜 실력으로 연결되도록 학습 스위치를 켜드립니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","이화여자대학교 영어교육과 졸업
현 중고등부 영어 강사","지학사, YBM"
빈출 작가 문학관,82215,ko_authors,빈출 작가 문학관｜쏠북｜작가별 최다빈출 연계작품 큐레이션,,국어 (중고등),"작가별 최다빈출 연계작품 큐레이션
","22개정 교과서 수록 작가의 최다빈출 연계작품을 한 곳에 모았습니다.
내신·수능 외부지문, 작가별로 완벽 대비하세요????

(※본 문학관의 작가 선정은 순수하게 출제 빈도에 근거하며, 미남 여부는 전혀 고려되지 않았습니다??)","중등 전학년 (내신 국어)
고등 전학년 (내신, 수능 국어)",,수능/모의고사
끝내기 영어,148071,final,"끝내기 영어｜쏠북｜오직 직보만을 위한, 끝내기 n제 시리즈","시험 직전, 가장 믿고 찾게 되는 브랜드",영어 (고등),"오직 직보만을 위한, 끝내기 n제 시리즈","오직 직보만을 위한 끝내기 n제 시리즈를 만듭니다.
시험 직전 실력 점검을 위해 불필요한 것은 빼고, 필요한 것만 남겼습니다.

끝내기 n제 시리즈는 시험 직전 꼭 알아야할 문제로만 구성되었습니다.
끝내기 n제에 담긴 모든 문제는 영어 티칭 16년의 노하우로 빚어낸 고민의 결과입니다.
현장의 선생님들과 혼공하는 학생 모두가 바로 활용할 수 있는 실전형 자료로 완성했습니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)",개인 과외 경력 16년 이상 ,기타
국어의 감각,59433,gukgam,국어의 감각｜쏠북｜배움의 기준을 바꾸는 이해의 혁명,국어의 감각의 교육적 가치관 '누구에게나 같은 깊이의 배움을',국어 (중고등),배움의 기준을 바꾸는 이해의 혁명,"국어의 감각의 교육적 가치관
누구에게나 같은 깊이의 배움을.

그리고
이해를 설계하고, 내신을 완성하다.

-  2022 개정 교육과정과 성취기준을 반영한 과정 중심 국어 학습.
- 지역과 등급의 차이를 넘어, 모두가 깊이 읽고 생각하며 성장할 수 있도록.
-  4STEP 변형 문제로 객관식부터 서술형까지 완성하는 내신 국어.","중등 국어
고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)","현) 채움에듀 대표 
현) 국어의 감각 연구 소장",EBS
기본이 강한 국어,80973,giganggook,"기본이 강한 국어｜쏠북｜국어의 깊이, 기본이 강한 국어","학생, 강사, 교사 모두를 위한 프리미엄 국어 컨텐츠",국어 (고등),"국어의 깊이, 기본이 강한 국어",기본이강한국어는 국어컨텐츠를 다양하게 제공하는 것을 목표로 합니다,"고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)","현) 송파종로학원 국어팀장, 대치 보감학원
전) 고등학교 정교사 출신","쎄듀, 수능/모의고사, EBS"
